unidade;data;texto
5àsec Vila Nova Conceição II;18/01/19 15:25;"Q2 : Voltei depois de um ocorrido e não retornarei pela falta de profissionalismo e atrasos de 15 dias para ser entregue às roupas
Minha experiência  fica por aqui!"
5àsec Berrini;18/01/19 15:25;
5àsec Moema Indios;18/01/19 15:05;Q2 : Melhora no servicco de passar
5àsec Shopping Eldorado;18/01/19 14:39;
5àsec Rua Da Mooca;18/01/19 14:37;
5àsec Jardim Marajoara;18/01/19 14:27;
5àsec Carrefour Aricanduva;18/01/19 14:26;Q2 : Atenção da atendente e pontualidade na entrega.
5àsec Carrefour Aricanduva;18/01/19 14:18;
5àsec Shopping Penha;18/01/19 14:13;Q2 : Atendimento maravilhoso e qualidade do serviço.  | Q4 : Loja muito pequena, a atendente sofre pra ser prestativa.
5àsec Vargem Grande Paulista;18/01/19 14:12;Q4 : Melhorar no prazo da entrega,eu sei que as vezes a loja se encontra com muito serviço e falta profissinal para trabalhar
5àsec Itaim;18/01/19 14:11;Q2 : Pq é ok...
5àsec Bela Vista Competition;18/01/19 14:11;
5àsec Interlagos Sonda;18/01/19 13:05;Q2 : O horário de  funcionamento deveria seguir o do local onde está instalado!!! | Q4 : Alterar o horário de abertura pelo menos para as 9h
5àsec Jardim Aeroporto;18/01/19 12:46;Q2 : Porque são excelentes profissionaid | Q4 : No momento está pwrfeiyo
5àsec Ermano Marchetti;18/01/19 11:16;Q2 : Sempre atenciosas, nunca tivemos um problema.
5àsec Sumare;18/01/19 10:17;
5àsec Vila Mariana Klabin;18/01/19 00:07;Q2 : Qualidade e cumprimento dos prazos
5àsec Colinas Sao Francisco;17/01/19 22:51;
5àsec Nestor Pestana;17/01/19 21:43;Q2 : Ótimo atendimento, equipe simpática, resultado impecável | Q4 : Sou exigente com os serviços que escolho e nessa loja encontrei tudo que precisava
5àsec Interlagos Sonda;17/01/19 20:40;
5àsec Campinas Sousas;17/01/19 20:30;Q2 : 10
5àsec Guarulhos;17/01/19 20:04;Q2 : Ótimo atendimento e serviço
5àsec Perdizes;17/01/19 18:56;Q2 : Falta um pouco para serem bons | Q4 : Deixar a roupa perfeita como tem que ser um serviço  de lavanderia
5àsec Mooca;17/01/19 18:45;Q2 : Nunca tive problemas  | Q4 : O preço
5àsec Oscar Freire;17/01/19 18:37;Q2 : me falaram que a nota chegaria por email e não veio,  prazo de entrega longo. | Q4 : me dar opção de delivery, entregar mais rápido as roupas e me avisar qdo as roupas chegarem no hotel.
5àsec Shopping Eldorado;17/01/19 18:37;Q2 : O casaco ficou otimo e sem manchas
5àsec Vila Carrão;17/01/19 18:32;"Q2 : não enviaram a nota de seviço no meu email como conbinado!!!!!!!
 | Q4 : emissão da nota de serviço na hora."
5àsec Tatuape;17/01/19 18:04;Q2 : Muito satisfeita.
5àsec Interlagos Autodromo;17/01/19 17:27;Q2 : Boa | Q4 : Abrir mais lojas
5àsec Faria Lima;17/01/19 16:06;Q2 : Atendimento e agilidade
5àsec Guarulhos;17/01/19 15:30;"Q2 : Qualidade é padrão, tendo em vista por se tratar de franquia. 

O diferencial seria o atendimento com simpatia e um sorriso no rosto, o que deixou a desejar. 

Espero que a equipe tenha alguma motivação.

Faz todo o diferencial para se conquistar e fidelizar o cliente.

 | Q4 : simpatia"
5àsec Santa Cecilia;17/01/19 15:04;Q2 : Profissionalismo, boa vontade e simpatia do pessoal que trabalha na loja.  | Q4 : Estou 100% satisfeito.
5àsec Butantã Shopping;17/01/19 14:55;Q2 : Atendimento ótimo. Tanto pela recepção quanto dos entregadores. | Q4 : Nada. Levei no final de ano e me informaram que demoraria por causa das festas. Combinado não sai caro.
5àsec Shopping Plaza Sul;17/01/19 14:52;Q2 : Qualidade não é das melhores. Em geral a roupa vem sem bolinhas, macia, etc. A roupa voltou com textura seca e com bolinhas
5àsec Mooca;17/01/19 14:47;Q2 : Senpre fui muito bem atendida.
5àsec Jardim Marajoara;17/01/19 14:46;Q2 : Fui cobrada por um produto não informado. Após o pagamento vi na descrição da nota que incluíram um amaciante.  | Q4 : Orientação aos colaboradores que no ato do questionamento da prestação de serviço que todos os valores, incluindo dos produtos, sejam mencionados antes do pagamento.
5àsec Vitoria Da Conquista;17/01/19 14:40;
5àsec Extra Raposo Tavares;17/01/19 14:39;Q2 : Profissionalismo
5àsec Cursino;17/01/19 14:36;Q2 : Muito bem atendido.  | Q4 : ?????????
5àsec Loefgreen;17/01/19 14:33;Q2 : o atendimento excelente mas a lavagem falta um perfume na roupa. Só sugerir deixar ou não com perfume para quem não gosta de cheiros... | Q4 : na questão citada sob perfume nas peças
5àsec Shopping Eldorado;17/01/19 14:31;Q2 : 2 peças voltaram com a mesma sujeira que foram e isso pq na primeira vez que foram entregar eu reclamei e voltou para lavagem e ainda assim veio suja. Eu mesma lavei em casa com apenas uma passada de sabao de coco e leve esfregada com a mao apenas. Estou indo levar pessoalmente para mostrar como ficou limpa a peça. Tenho fotos do antes e do depois | Q4 : Me devolver o dinheiro da lavagem cobrada pelas 2 peças que continuaram sujas
5àsec Santa Cecilia;17/01/19 14:29;Q2 : Atendimento péssimo, sempre coloca valores a mais e sempre temos que ficar brigando e questionando E olhando para as caras feias das atendentes mal educadas | Q4 : O atendimento e valores! Pois sempre são diferentes a cada ida
5àsec Loefgreen;17/01/19 14:28;"Q2 : Sempre sou muito bem atendido, o atendimento é muito cortês é bastante rápido. | Q4 : Eu vou até essa loja pelo menos 3 vezes por mês e algumas vezes a recepção parece um pouco tumultuada ou cheia de coisas. Pode ser que seja o horário que eu costumo ir até a loja, próximo das 09h ou das 19h. 
Isso não é nada que prejudique o excelente atendimento ou a rapidez no atendimento, mas creio que é a única coisa que poderia melhorar na loja."
5àsec Shopping Boulevard Tatuapé;17/01/19 14:27;"Q2 : Sempre frequento a loja do shopping boulevard
Sou bem atendida e os servicos sao executados a contento, qdo tenho qualquer problema , redolvem rapidinho | Q4 : Ar condicionado na loja, no verao a loja fica muito quente"
5àsec Moema Indios;17/01/19 14:27;
5àsec Posto Avançado Ana Neri;17/01/19 14:25;Q2 : Atrasou o meu pedido. Nunca mais volto.
5àsec Berrini;17/01/19 14:25;
5àsec Panamby;17/01/19 14:24;"Q2 : Atendimento pode ser melhor, especialmente por WhatsApp, como ocorre em outras lojas. 
Embora seja um cliente recorrente, camisas enviadas após um pacote ter se esgotado, são cobradas à parte, mesmo com solicitação e transferência do valor de novos pacotes antes da devolução das camisas."
5àsec Oscar Freire;17/01/19 14:21;Q2 : Atenção no atendimento.
5àsec Vicente Rao;17/01/19 10:43;
5àsec Carrefour Tatuape;17/01/19 10:39;Q2 : Considero uma boa nota  | Q4 : Experimentarei mais vezes para melhor avaliação
5àsec Interlagos Autodromo;16/01/19 23:54;Q2 : Muito bom. Qualidade e prazo. | Q4 : Preço
5àsec Bela Vista Consolacao;16/01/19 22:47;
5àsec Berrini;16/01/19 21:40;Q2 : Meu kimono ficou muito branco  | Q4 : Preço
5àsec Perdizes;16/01/19 21:30;Q2 : A roupa não ficou pronta no prazo e ninguém me avisou.
5àsec Perdizes;16/01/19 21:27;Q4 : Sempre estão  à disposição.Nada tem necessidade ,para melhorar.Agradeço. | Q2 : Não estou ciente exatamente,desculpe.
5àsec Carrefour Pirituba;16/01/19 21:21;Q2 : Ótimo atendimento  | Q4 : Estou satisfeito
5àsec Alfonso Bovero;16/01/19 15:48;Q2 : Elas são impecáveis  | Q4 : Está tudo ótimo! Não vejo a necessidade de melhoria!
5àsec Parque Shopping Barueri;16/01/19 15:38;Q2 : Foi a primeira vez que utilizei e fiquei muito satisfeita.
5àsec Wal Mart Osasco;16/01/19 15:31;Q2 : Nao foi 10 pelo prazo. 4 dias para 4 camisas | Q4 : Prazo e valor
5àsec Extra Itaim;16/01/19 15:31;
5àsec Shopping Center Norte;16/01/19 15:16;Q2 : Pela primeira vez ficou pronto antes do prazo | Q4 : A loja é muito apertada e o atendimento lento demais
5àsec Bela Vista Consolacao;16/01/19 15:11;Q2 : Bom atendimento, prazo pra entrega das roupas
5àsec Jardim Aeroporto;16/01/19 15:01;Q2 : Bom atendimento.
5àsec Carrefour Aricanduva;16/01/19 14:47;Q2 : ótimo atendimento e serviço
5àsec Carrefour Aricanduva;16/01/19 14:46;Q4 : O prazo poderia ser menor | Q2 : Lavam e passam bem, cuidam bem da roupa e o principal: o atendimento e simpatia das funcionarias, que e o que me faaz voltar sempre!
5àsec Oscar Freire;16/01/19 14:44;
5àsec Interlagos Autodromo;16/01/19 14:20;Q2 : Excelente cuidado com as roupas
5àsec Interlagos Autodromo;16/01/19 14:13;Q2 : Rapidez e ótimo qualidade
5àsec Brooklin Paulista;16/01/19 14:07;Q2 : A roupa foi entregue com uma mancha, e eu não fui comunicado disso. Quando fui conferir a roupa que percebi. Foi feito uma nova tentativa para remoção da mancha e não conseguiram. Eu entendo que determinadas manchas não saem da roupa, mas eu deveria ter sido avisado na entrega.
5àsec Jardim Paulista;16/01/19 13:59;Q2 : Calor insurportável, deveria haver uma denúncia para que as meninas não trabalhem do jeito que estão trabalhando.  | Q4 : Precisam, urgente trocar o aparelho de ar condicionado para dar uma boa qualidade aos clientes e mais ainda para que as meninas tenham condição de trabalho digno. É um absurdo!!!
5àsec Guarulhos;16/01/19 13:25;Q2 : Ja houve vezes que tiveram que fazer a relavagem
5àsec Interlagos Sonda;16/01/19 12:14;Q2 : Eficiência e organização
5àsec Bela Vista Competition;16/01/19 11:59;Q2 : As camisetas são embaladas em sacos pequenos e quando você retira estão amassadas e com as marcas das dobras. Ainda perderam uma camiseta , um trabalho pra achar. | Q4 : Paguei a entrega e esqueceram, tive q ligar pra cobrar.
5àsec Alameda Campinas;16/01/19 11:45;Q2 : Serviço de alto nível. Atendimento excelente. | Q4 : Encurtar o prazo para a entrega.
5àsec Aclimaçao;16/01/19 11:32;Q2 : Atendimento e serviço
5àsec Colinas Sao Francisco;16/01/19 11:03;
5àsec Gumercindo Saraiva;16/01/19 10:06;Q2 : Trabalho bom mas preço alto
5àsec Moema Lavandisca;16/01/19 03:57;
5àsec Alphaville Bradesco Seguros;16/01/19 01:29;Q2 : Entrega da Roupa em perfeito estado | Q4 : Promoções para clientes fiéis
5àsec Shopping Iguatemi;16/01/19 01:17;Q2 : Otimo atendimento e serviço
5àsec Vila Carrão;16/01/19 00:41;Q2 : Qualidade
5àsec Indianopolis;15/01/19 23:45;Q2 : Eu ainda estou experimentando e vou levar mais material para ser lavado. | Q4 : Ter umas sacolas que dessem para levar mantas e edredons,sacolas tais que  possuam alças.
5àsec Gumercindo Saraiva;15/01/19 23:40;
5àsec Av. Santa Ines;15/01/19 23:23;Q2 : Cumpre o que promete
5àsec Tatuape;15/01/19 22:37;Q2 : Bom atendimento e presteza | Q4 : Mais descontos
5àsec Shopping Analia Franco;15/01/19 22:37;
5àsec Cambuci;15/01/19 22:18;
5àsec Faria Lima;15/01/19 21:59;Q2 : Cordialidade dos atendentes e prazo de entrega | Q4 : Preços!
5àsec Shopping Iguatemi Alphaville;15/01/19 21:46;
5àsec Sumare Posto Texaco;15/01/19 21:37;
5àsec Interlagos Sonda;15/01/19 21:22;Q2 : Atendimento muito bom. Entrega no prazo.
5àsec Shopping Center Norte;15/01/19 21:13;Q2 : Atraso constante nas entregas | Q4 : Cumprir o prazo de entrega
5àsec Rua Da Mooca;15/01/19 20:17;
5àsec Jardim Marajoara;15/01/19 19:56;Q2 : Fui bem atendida, minhas roupas vieram limpas e adorei receber o email dizendo que estavam prontas...um diferencial. | Q4 : Eu gostei de tudo
5àsec Shopping Penha;15/01/19 19:54;Q2 : Entregaram o combinado.
5àsec Umuarama;15/01/19 19:44;
5àsec Rua Da Mooca;15/01/19 19:36;Q2 : Pronto atendimento | Q4 : Dar uma cortada nos clientes machistas que fazem brincadeiras sem graças com as funcionárias
5àsec Wal Mart Osasco;15/01/19 19:30;
5àsec Extra Raposo Tavares;15/01/19 19:11;Q2 : Atendimento e pontualidade
5àsec Pinheiros;15/01/19 19:10;Q2 : Atendimento | Q4 : Tudo muito bem
5àsec Braz Leme;15/01/19 18:55;Q2 : Entregou um dia após o combinado
5àsec Alameda Jau;15/01/19 18:49;Q2 : As roupas de cama vieram muito mal passadas.Amarrotadas, só com a marca da dobra.  Paguei valor a mais para um produto x e nao  ficou bom. É a primeira vez que isso acontece. Outras vezes eu gostei. | Q4 : Loja extramente quente. Inclusive muito ruim para os funcionários.
5àsec Guarulhos;15/01/19 18:47;
5àsec Alphaville Posto Ipiranga;15/01/19 18:27;Q2 : 1) demora no atendimento 2) tentativa de fazer meu cadastro- 4 vezes- sem sucesso e acabou na quinta vez- fazendo à mão.3) disse que as manchas de sangue sairiam- e NÃO SAÍRAM. 4) a própria funcionária que afirmou quando entreguei a roupa, negou na retirada, passando a mensagem que eu estava inventando a afirmação dela. Absurdo. Eu iria gastar dinheiro sabendo que não seria resolvido o problema.  | Q4 : Qualidificar funcionários sobre entregar o que pode ser entregue. Trabalhar no contingenciamento - sem sistema - como operar?? Enfim já fiz meus comentários no item anterior.
5àsec Alameda Campinas;15/01/19 18:26;Q2 : Atendimento Nota 10 Sempre
5àsec Shopping Center Norte;15/01/19 18:19;Q2 : espectativas atingidas
5àsec Ibirapuera;15/01/19 18:14;"Q2 : Não acho que super recomendaria a 5 a sec mas também não acho mal.  | Q4 : O que mais costumo mandar é edredom e a lavagem está custando o olho da cara. Vocês deveriam parar de entregar o recibo naquele plastiquinho que é super poluente e tb não gosto do monte de plástico onde as coisas vêm embaladas. A lavanderia poderia ser mais ecológica e se preocupar mais com o meio ambiente. Dei 5 pra qualidade da limpeza porque na verdade pra mim não fede nem cheira, acredito que as coisas voltem limpas porém nunca com um
cheiro bom. Vou à 5 a sec pois só ando a pé e é a lavanderia mais próxima de minha residência."
5àsec Santana;15/01/19 17:55;
5àsec Extra Raposo Tavares;15/01/19 17:54;Q2 : Bom atendimento  | Q4 : Preços. Os pacotes poderiam ser mais atrativos para clientes fiéis.
5àsec Panamby;15/01/19 17:33;
5àsec Alameda Santos II;15/01/19 17:29;Q2 : Atendimento
5àsec Oscar Freire;15/01/19 17:27;Q2 : Qualidade
5àsec Ermano Marchetti;15/01/19 17:21;Q2 : Bom atendimento | Q4 : Melhorar prazo de entrega
5àsec Extra Raposo Tavares;15/01/19 17:18;Q2 : Atendimento e qualidade do serviço
5àsec Mooca;15/01/19 16:56;Q2 : Gostei desde acrescência até entrega final
5àsec Penha;15/01/19 16:53;Q2 : Otimo atendimento.
5àsec Lapa Albion;15/01/19 16:53;"Q2 : Sempre fui bem atendida
 | Q4 : Por enquanto, tudo está bom"
5àsec Jardim Marajoara 2 Posto Shell;15/01/19 16:48;
5àsec Loefgreen;15/01/19 16:42;
5àsec Moema Passaros;15/01/19 16:40;Q4 : Se fosse do lado de casa
5àsec Butantã Shopping;15/01/19 16:37;Q4 : Na agilidade de entrega e no visual da loja
5àsec Portal Do Morumbi;15/01/19 16:24;Q2 : Atendimento cordial
5àsec Regente Feijo;15/01/19 16:21;
5àsec Extra Itaim;15/01/19 16:12;Q2 : Uma camiseta de marca voltou da lavagem com a estampa nas costas estragada e manchada. | Q4 : Não estragar outras roupas
5àsec Shopping Market Place;15/01/19 16:11;Q2 : Valores que informaram e valores que cobraram | Q4 : As atendentes trabalham de mau humor, parece q fazer obrigadas a atender, sem vontade
5àsec Tatuape;15/01/19 15:51;Q2 : Razoável o atendimento e resultado do serviço dentro do esperado. Nada mais. | Q4 : Promoção e preço.
5àsec Campo Belo;15/01/19 15:48;Q4 : Nada...
5àsec Vila Funchal Cardoso De Melo;15/01/19 15:43;Q2 : Muito bom, roupa entregue em perfeito estado e bem protegida!
5àsec Shopping Center Norte;15/01/19 15:33;Q2 : O edredom que busquei após ter lavado, parecia igual, inclusive com as fitas adesivas que já estavam, que tinha colado na ponta | Q4 : O atendimento ser mais rápido, as peças serem lavadas em menos tempo
5àsec Moema Passaros;15/01/19 15:31;Q2 : Atendimento, prazos e serviço impecáveis
5àsec Brooklin;15/01/19 15:31;Q2 : Mandei 2 endredons para lavar e 1 voltou manchado  | Q4 : Não volto mais, perderam um cliente. Anteriormente já haviam estragado um tapete meu, agora um endredon.
5àsec Shopping Penha;15/01/19 15:31;
5àsec Jardim Marajoara;15/01/19 15:29;Q2 : Gosto muito
5àsec Vicente Rao;15/01/19 15:26;Q2 : Gosto muito do serviço e do atendimento , mas sinto não entregarem uma peça em casa, mesmo a lavagem dessa peça sendo equivalente à várias camisas. Não tem sentido.  | Q4 : Só tenho a reclamar do sistema de entrega, já citado acima.
5àsec Shopping Jardim Sul;15/01/19 15:26;Q2 : vestido precisou ser lavado duas vezes, na primeira lavagem voltou exatamente como foi e na segunda ainda com algumas sujeiras
5àsec Avenida Atlantica;15/01/19 15:24;
5àsec Shopping Center Norte;15/01/19 15:22;Q2 : O atendimento das meninas da unidade do Center Norte são espetaculares. | Q4 : Vocês tem que arrumar o AR-CONDICIONADO, pois todas as vezes que vou a loja o Ar esta no máximo, e mesmo assim lá dentro é um FORNO, ou seja o Ar não esta funcionando corretamente.
5àsec Sumare Posto Texaco;15/01/19 15:18;Q2 : É a segunds vez que levo a roupa para laavr e as manchas permanecem. Lavei em casa com cuidado e consegui retirá-las. Me senti enganada | Q4 : Realmente lavar as roupas se conprometendo a limpá-las. Desde quando macha de guardado não sai?
5àsec Shopping Center Norte;15/01/19 15:10;
5àsec Sumare Posto Texaco;15/01/19 15:08;Q2 : Porque a equipe é muito boa e atenciosa e minhas peças sempre chegam direitinhas! | Q4 : Somente o estacionamento é pequeno, mas acho que vocês não podem fazer nada, é dentro do posto. Mas às vezes é ruim para estacionar
5àsec Penha;15/01/19 14:59;Q2 : Edredom voltou sujo c as mesmas manchas
5àsec Regente Feijo;15/01/19 14:56;Q2 : Bom atendimento boa qualidade
5àsec Alameda Santos II;15/01/19 14:50;Q2 : Excelente atendimento
5àsec Pinheiros;15/01/19 14:48;Q2 : Boa recepção, prazo de entrega e bom serviço.
5àsec Sun Shopping Carrao;15/01/19 14:47;Q2 : Atendimento perfeito e ainda foi feita uma relavagem porque uma mancha não tinha saído. Isso sem custo adicional.
5àsec Shopping Center Norte;15/01/19 14:47;
5àsec Mascote II;15/01/19 14:47;Q2 : Gostei do serviço | Q4 : Estou satisfeito
5àsec Vila Nova Concei?Ao I;15/01/19 14:45;Q2 : atendimento gentil e atencioso | Q4 : melhorar os preços, com a oferta de mais opções de pacotes pré-pagos.
5àsec Avenida Atlantica;15/01/19 14:45;Q2 : Excelente atendimento, eficiente e cordial. | Q4 : Na minha opinião, nada. Está tudo ótimo.
